the_geom,cartodb_id,fc_subsidy_id,end_date,start_date,obs_id,sub_subsidy_id,subsidy_id,agency_id,reac_date,reac_score,tenure,preservation,subsidized_units,project_name,sub_subsidy_name,subsidy_name,agency_name,program
,656101,1000000001226,20371231,20070101,,,,,,,Rental,Preservation,,"BISHOP FRANCIS J. MUGAVERO APARTMENTS, L.P.",LIHTC 4%,Financing,NYC Department of Housing Preservation and Development,false
,656102,1000000001227,,,,,,,,,Rental,Preservation,,BERRY STREET,LIHTC 4%,Financing,NYS Division of Housing and Community Renewal,false
,656103,1000000001228,20351231,20050101,,,,,,,Rental,,,SCHAEFER BREWERY APTS,LIHTC 9%,Financing,NYS Housing Finance Agency,false
,656104,1000000001229,20341231,20040101,,,,,,,Rental,Preservation,,SOUTH NINTH & BEDFORD NRP,LIHTC 9%,Financing,NYC Department of Housing Preservation and Development,false
,656105,1000000001230,,,,,,,,,Rental,Preservation,,SOUTH EIGHTH STREET,LIHTC 4%,Financing,NYS Division of Housing and Community Renewal,false
,656106,1000000001231,20311231,20010101,,,,,,,Rental,,,120 GERRY ST HDFC,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656107,1000000001232,20271231,19970101,,,,,,,Rental,,,HFA #15,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656108,1000000001233,20341231,20040101,,,,,,,Rental,Preservation,,SOUTH NINTH & BEDFORD NRP,LIHTC 9%,Financing,NYC Department of Housing Preservation and Development,false
,656109,1000000001234,20461231,20160101,,,,,,,Rental,,,149 KENT AVENUE,LIHTC 4%,Financing,NYS Housing Finance Agency,false
,656110,1000000001235,20381231,20080101,,,,,,,Rental,,,PALMER'S DOCK,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656111,1000000001237,20441231,20140101,,,,,,,Rental,Preservation,,LOS SURES HOUSING FOR THE ELDERLY,LIHTC 4%,Financing,NYS Housing Finance Agency,false
,656112,1000000001238,20371231,20070101,,,,,,,Rental,Preservation,,160 S SECOND ST,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656113,1000000001239,20271231,19970101,,,,,,,Rental,Preservation,,353 & 357 S 3RD ST PROJECT,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656114,1000000001240,20221231,19920101,,,,,,,Rental,,,LUIS DOMENECH TERRACE,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656115,1000000001241,20421231,20120101,,,,,,,Rental,,,11 BROADWAY,LIHTC 4%,Financing,NYC Department of Housing Preservation and Development,false
,656116,1000000001242,20461231,20160101,,,,,,,Rental,,,GREENPOINT LANDING SITE G2,LIHTC 4%,Financing,NYC Department of Housing Preservation and Development,false
,656117,1000000001243,20441231,20140101,,,,,,,Rental,,,1133 MANHATTAN AVENUE,LIHTC 4%,Financing,NYC Department of Housing Preservation and Development,false
,656118,1000000001244,20321231,20020101,,,,,,,Rental,,,HURON STREET SENIOR HOUSING,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656120,1000000001246,20471231,20170101,,,,,,,Rental,,,THE MEEKERMAN,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656121,1000000001247,20371231,20070101,,,,,,,Rental,Preservation,,"609 METROPOLITAN AVE ASSOCIATES, LP",LIHTC 4%,Financing,NYC Department of Housing Preservation and Development,false
,656122,1000000001248,20221231,19920101,,,,,,,Rental,,,WILLAMSBURG COURT,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656123,1000000001249,20371231,20070101,,,,,,,Rental,Preservation,,"MONSIGNOR VETRO ASSOCCIATES, LP",LIHTC 4%,Financing,NYC Department of Housing Preservation and Development,false
,656124,1000000001250,20391231,20090101,,,,,,,Rental,Preservation,,"JENNINGS HALL, LP",LIHTC 4%,Financing,NYC Department of Housing Preservation and Development,false
,656125,1000000001251,20341231,20040101,,,,,,,Rental,Preservation,,NORTH BROOKLYN ESTATES,LIHTC 9%,Financing,NYC Department of Housing Preservation and Development,false
,656126,1000000001252,20311231,20010101,,,,,,,Rental,,,NUEVA VISTA,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656127,1000000001253,20341231,20040101,,,,,,,Rental,Preservation,,NORTH BROOKLYN ESTATES,LIHTC 9%,Financing,NYC Department of Housing Preservation and Development,false
,656128,1000000001254,20391231,20090101,,,,,,,Rental,,,COOK STREET HOUSING LLC,LIHTC 4%,Financing,NYC Department of Housing Preservation and Development,false
,656129,1000000001255,20411231,20110101,,,,,,,Rental,Preservation,,BUSHWICK HOUSES,LIHTC 4%,Financing,NYC Department of Housing Preservation and Development,false
,656130,1000000001256,20361231,20060101,,,,,,,Rental,,,RENAISSANCE ESTATES,LIHTC 9%,Financing,NYS Division of Housing and Community Renewal,false
,656131,3000000002132,20290201,20140226,,,,,,,,,,ISABELLA GERIATRIC CENTER,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656132,3000000002133,20460101,20041229,,,,,,,,,,WIEN HOUSE,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656133,3000000002134,20460901,20110818,,,,,,,,,,INWOOD HOUSE,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656134,3000000002135,20511201,20161207,,,,,,,,,,MINS COURT,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656135,3000000002136,20520301,20170202,,,,,,,,,,CARMEN PARSONS AND JUDGE GILBE,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656136,3000000002137,20490901,20190917,,,,,,,,,,MELROSE COMMONS SUPPORTIVE HOU,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656137,3000000002138,20531101,20181030,,,,,,,,,,TRIBORO CENTER FOR REHABILITAT,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656138,3000000002139,20491201,20141117,,,,,,,,,,CHRISTOPHER COURT,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656139,3000000002140,20351001,20050923,,,,,,,,,,CONCOURSE PLAZA,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656140,3000000002141,20500501,20150430,,,,,,,,,,HIGHBRIDGE CONCOURSE PHASE I,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656141,3000000002142,20410301,20110215,,,,,,,,,,WOODYCREST COURTS,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656142,3000000002143,20220701,20120821,,,,,,,,,,MOTT HAVEN APARTMENTS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656143,3000000002144,20360501,20060427,,,,,,,,,,MCGEE HILL APARTMENTS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656144,3000000002145,20360501,20060427,,,,,,,,,,ALEXANDER CORPEW APTS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656145,3000000002146,20221101,20041020,,,,,,,,,,SOUTHERN BOULEVARD IV,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656146,3000000002147,20360701,20060627,,,,,,,,,,JAMES ALSTON HOUSES,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656147,3000000002148,20430501,20080430,,,,,,,,,,ERMA CAVA II,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656148,3000000002149,20430701,20080605,,,,,,,,,,ERMA CAVA I APARTMENTS,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656149,3000000002150,20310901,20040901,,,,,,,,,,SEBCO IV,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656150,3000000002151,20441001,20090930,,,,,,,,,,SEBCO HOUSES FOR THE ELDERLY,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656151,3000000002152,20290901,20040901,,,,,,,,,,ALDUS I,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656152,3000000002153,20331201,20031211,,,,,,,,,,JONAS BRONCK APT,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656153,3000000002154,20280301,20020214,,,,,,,,,,ROOSEVELT GARDEN APTS,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656154,3000000002155,20300901,20020829,,,,,,,,,,CONCOURSE GREEN APTS,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656155,3000000002156,20320301,20050228,,,,,,,,,,MACOMBS VILLAGE,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656156,3000000002157,20511201,20161122,,,,,,,,,,CROTONA ESTATES APARTMENTS,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656157,3000000002158,20460601,20110518,,,,,,,,,,BOSTON ROAD COOP,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656158,3000000002159,20281101,20011024,,,,,,,,,,CROTONA VI APTS,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656159,3000000002160,20491201,20191104,,,,,,,,,,1880 BOSTON ROAD APARTMENTS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656160,3000000002161,20511201,20161122,,,,,,,,,,LONGFELLOW AVENUE,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656161,3000000002162,20490101,20140609,,,,,,,,,,BRONX PARK PHASE III,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656162,3000000002163,20441001,20090930,,,,,,,,,,PARKVIEW SR CITIZEN APTS,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656163,3000000002164,20480901,20130820,,,,,,,,,,ST.BARNABAS HOUSING FOR THE EL,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656164,3000000002165,20331001,20060914,,,,,,,,,,WASHINTGON PLAZA,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656165,3000000002166,20430101,20171219,,,,,,,,,,ST. BARNABAS HOSPITAL,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656166,3000000002167,20440201,20140609,,,,,,,,,,BELMONT VENEZIA,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656167,3000000002168,20521001,20170929,,,,,,,,,,NOTRE DAME APTS,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656168,3000000002169,20250701,19831221,,,,,,,,,,CLINTON ARMS REHAB,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656169,3000000002170,20490201,20140609,,,,,,,,,,BRONX PARK PHASE I,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656170,3000000002171,20521001,20170927,,,,,,,,,,KELLY TOWERS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656171,3000000002172,20410701,20120412,,,,,,,,,,TRINITY APARTMENTS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656172,3000000002173,20550101,20191205,,,,,,,,,,THE PLAZA REHABILITATION AND N,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656173,3000000002174,20371201,20131126,,,,,,,,,,UNITED ODD FELLOWS & REBEKAH,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656174,3000000002175,20311101,20011130,,,,,,,,,,UNIVERSITY HOUSES,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656175,3000000002176,20510101,20151203,,,,,,,,,,2629 SEDGWICK AVENUE,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656176,3000000002177,20500201,20200116,,,,,,,,,,FORDHAM NURSING & REHABILITATI,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656177,3000000002178,20310901,20030822,,,,,,,,,,KINGSBRIDGE DECATUR,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656178,3000000002179,20540301,20190320,,,,,,,,,,SERVIAM HEIGHTS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656179,3000000002180,20570801,20170630,,,,,,,,,,Stevenson Commons,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656180,3000000002181,20501201,20140918,,,,,,,,,,ST. ANDREWS HOUSE,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656181,3000000002182,20580101,20171121,,,,,,,,,,CAROL GARDENS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656182,3000000002183,20410501,20120629,,,,,,,,,,BRONX CTR FOR REHAB & HEALTH,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656183,3000000002184,20520101,20161208,,,,,,,,,,EVERGREEN ESTATES,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656184,3000000002185,20460701,20160629,,,,,,,,,,MORNINGSIDE NURSING & REHABILI,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656185,3000000002186,20340801,20090708,,,,,,,,,,MORRIS PARK NURSING HOME,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656186,3000000002187,20481201,20181128,,,,,,,,,,EASTCHESTER REHABILITATION & H,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656187,3000000002188,20391101,20190619,,,,,,,,,,WORKMEN'S CIRCLE MULTICARE CEN,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656188,3000000002189,20381201,20131126,,,,,,,,,,SPLIT ROCK REHABILITATION & HE,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656189,3000000002190,20471201,20121128,,,,,,,,,,CO-OP CITY,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656190,3000000002191,20451201,20160225,,,,,,,,,,THE WOODLANDS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656191,3000000002192,20230501,20130828,,,,,,,,,,THROGS NECK EXT CARE FACILITY,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656192,3000000002193,20290101,19880218,,,,,,,,,,MANHATTANVILLE NRSG CNTR,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656193,3000000002194,20500401,20150319,,,,,,,,,,FRANCES SCHERVIER APARTMENTS,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656194,3000000002195,20480801,20130703,,,,,,,,,,HOPKINS CENTER FOR REHAB & HEA,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656195,3000000002196,20411201,20120522,,,,,,,,,,PIERREPONT APARTMENTS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656196,3000000002197,20541001,20190923,,,,,,,,,,SUNSET PARK NSA GROUP II,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656197,3000000002198,20470201,20120105,,,,,,,,,,MARIEN-HEIM OS SUNSET PARK,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656198,3000000002199,20540901,20190814,,,,,,,,,,SIXTH AVENUE REHAB I,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656199,3000000002200,20430801,20080729,,,,,,,,,,SUNSET PARK APARTMENTS,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656200,3000000002201,20310301,20040210,,,,,,,,,,DEAN NORTH APARTMENTS,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656201,3000000002202,20461101,20111017,,,,,,,,,,BROOKLYN HOME FOR AGED PEOPLE,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656202,3000000002203,20550101,20191209,,,,,,,,,,PLAZA APARTMENTS,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656203,3000000002204,20430701,20191220,,,,,,,,,,PROSPECT EQUITIES,Section 223(f),Financing,U.S. Department of Housing and Urban Development,false
,656204,3000000002205,20250801,19840504,,,,,,,,,,CROWN HEIGHTS DEV II,Section 221d(3) and Section 221d(4) Mortgage Insurance,Financing,U.S. Department of Housing and Urban Development,false
,656205,3000000002206,20471001,20170927,,,,,,,,,,BERGEN SARATOGA APTS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656206,3000000002207,20470601,20170518,,,,,,,,,,PROSPECT PLAZA SITE I,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656207,3000000002208,20521201,20171108,,,,,,,,,,PROSPECT PLAZA II,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
,656208,3000000002209,20280201,20030128,,,,,,,,,,RISLEY DENT TOWERS,Other HUD Financing,Financing,U.S. Department of Housing and Urban Development,false
